Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Home_Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Customer_Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Recurring_Monthly_Revenue
6257-RJOHI,Male,58,No,0,San Diego,92110,32.76501,-117.19938,0,4,Offer E,Yes,1.88,No,Yes,DSL,21,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.8,202.3,0,0,7.52,209.82,Stayed,NULL,NULL,52.455
6258-NGCNG,Male,54,No,0,Compton,90220,33.88151,-118.234451,0,7,Offer E,Yes,1.41,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,23.5,173,0,0,9.87,182.87,Stayed,NULL,NULL,26.12428571
6259-WJQLC,Male,77,No,0,Pacifica,94044,37.573633,-122.455167,0,32,Offer C,Yes,1.12,Yes,Yes,Fiber Optic,5,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,81.1,2619.25,19.25,0,35.84,2635.84,Stayed,NULL,NULL,82.37
6260-ONULR,Male,55,No,0,Middletown,95461,38.787446,-122.58675,0,1,None,Yes,42.19,No,Yes,Cable,29,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,62.8,62.8,0,0,42.19,104.99,Joined,NULL,NULL,104.99
6260-XLACS,Male,49,No,0,Casmalia,93429,34.866032,-120.536546,0,4,None,Yes,23.04,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.7,117.8,0,0,92.16,209.96,Stayed,NULL,NULL,52.49
6261-LHRTG,Female,27,No,0,Upland,91786,34.105493,-117.660934,0,26,None,Yes,39.84,No,Yes,Cable,42,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.75,1406.9,0,0,1035.84,2442.74,Stayed,NULL,NULL,93.95153846
6261-RCVNS,Female,22,No,0,Rodeo,94572,38.027218,-122.23463,0,42,Offer B,Yes,5.75,No,Yes,DSL,53,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,73.9,3160.55,0,0,241.5,3402.05,Churned,Price,Price too high,81.00119048
6265-FRMTQ,Male,56,No,0,Scotia,95565,40.440636,-124.098739,0,31,None,Yes,25.58,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.4,609.1,0,0,792.98,1402.08,Stayed,NULL,NULL,45.2283871
6275-YDUVO,Female,62,No,0,Orosi,93647,36.600185,-119.175655,0,2,Offer E,Yes,24.05,No,Yes,Fiber Optic,27,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,-5,178.7,0,0,48.1,226.8,Churned,Attitude,Attitude of service provider,113.4
6278-FEPBZ,Female,57,No,0,San Bernardino,92410,34.106922,-117.297553,0,9,Offer E,Yes,2.6,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,186.15,0,0,23.4,209.55,Stayed,NULL,NULL,23.28333333
6281-FKEWS,Female,58,No,0,Berry Creek,95916,39.657228,-121.37778,0,44,None,No,0,No,Yes,Cable,3,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,49.05,2265,0,0,0,2265,Stayed,NULL,NULL,51.47727273
6283-GITPX,Male,20,No,3,Beaumont,92223,33.946982,-116.977672,0,71,Offer A,Yes,4.76,No,Yes,DSL,52,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,76.9,5522.7,0,0,337.96,5860.66,Stayed,NULL,NULL,82.54450704
6284-AHOOQ,Male,71,No,0,Avenal,93204,35.916943,-120.129921,0,22,None,Yes,46.11,Yes,Yes,Fiber Optic,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.5,1910.6,0,0,1014.42,2925.02,Churned,Other,Don't know,132.9554545
6285-FTQBF,Male,53,Yes,3,Hawthorne,90250,33.914775,-118.348083,4,72,Offer A,Yes,36.82,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.55,1867.7,0,0,2651.04,4518.74,Stayed,NULL,NULL,62.76027778
6286-SUUWT,Male,44,No,0,Arnold,95223,38.32153,-120.236358,0,1,Offer E,Yes,27.08,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95,19.95,0,0,27.08,47.03,Joined,NULL,NULL,47.03
6286-ZHAOK,Female,47,Yes,7,Firebaugh,93622,36.785618,-120.625382,6,20,Offer D,Yes,36.85,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.55,507.4,0,0,737,1244.4,Stayed,NULL,NULL,62.22
6288-LBEAR,Female,22,No,0,Yountville,94599,38.421458,-122.365048,0,23,None,Yes,15.18,No,Yes,Fiber Optic,46,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.1,1783.75,0,0,349.14,2132.89,Stayed,NULL,NULL,92.73434783
6292-TOSSS,Male,64,No,0,Mt Baldy,91759,34.231318,-117.662032,0,50,Offer B,Yes,47.16,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.9,1195.25,0,0,2358,3553.25,Stayed,NULL,NULL,71.065
6296-DDOOR,Female,19,No,0,Laguna Beach,92651,33.570023,-117.773669,0,19,None,Yes,24.35,No,Yes,Cable,69,No,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,58.2,1045.25,0,0,462.65,1507.9,Stayed,NULL,NULL,79.36315789
6298-QDFNH,Male,48,No,0,Banning,92220,33.936298,-116.849577,0,22,None,Yes,19.19,Yes,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.35,1730.35,0,0,422.18,2152.53,Churned,Dissatisfaction,Product dissatisfaction,97.84227273
6302-JGYRJ,Male,37,No,0,Chico,95928,39.681488,-121.83721,0,31,None,Yes,6.71,Yes,Yes,DSL,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,79.45,2587.7,0,0,208.01,2795.71,Churned,Dissatisfaction,Product dissatisfaction,90.18419355
6303-KFWSL,Female,28,No,0,Los Angeles,90071,34.052917,-118.255178,0,29,None,Yes,39.35,Yes,Yes,DSL,69,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,55.25,1620.2,0,0,1141.15,2761.35,Stayed,NULL,NULL,95.21896552
6304-IJFSQ,Male,63,No,0,Calipatria,92233,33.143826,-115.497485,0,3,None,Yes,46.57,No,Yes,Cable,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.9,130.1,0,0,139.71,269.81,Churned,Other,Moved,89.93666667
6313-GIDIT,Male,73,No,0,Point Arena,95468,38.911299,-123.609588,0,53,None,No,0,No,Yes,DSL,25,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,2854.55,20.16,0,0,2834.39,Churned,Price,Price too high,53.4790566
6317-YPKDH,Female,54,No,0,Glendale,91202,34.167926,-118.267539,0,1,Offer E,No,0,No,Yes,DSL,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.95,29.95,0,0,0,29.95,Churned,Competitor,Competitor had better devices,29.95
6319-IEJWJ,Male,63,Yes,0,Camarillo,93012,34.205504,-118.993111,1,20,None,Yes,49.69,No,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.2,1776.55,0,0,993.8,2770.35,Churned,Other,Moved,138.5175
6319-QSUSR,Female,57,No,1,Oceanside,92056,33.194742,-117.29032,0,11,Offer D,Yes,44.88,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,216.2,0,0,493.68,709.88,Stayed,NULL,NULL,64.53454545
6322-HRPFA,Male,42,Yes,2,Los Angeles,90026,34.078991,-118.263804,3,49,Offer B,Yes,5.29,No,Yes,Cable,30,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,59.6,2970.3,0,0,259.21,3229.51,Stayed,NULL,NULL,65.90836735
6323-AYBRX,Male,51,No,0,Ontario,91762,34.057256,-117.667677,0,59,None,Yes,26.63,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.35,1099.6,14.22,0,1571.17,2656.55,Churned,Price,Price too high,45.02627119
6326-MTTXK,Male,56,No,0,Yuba City,95993,39.075694,-121.70606,0,8,Offer E,Yes,3.27,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.85,819.55,0,0,26.16,845.71,Churned,Attitude,Attitude of service provider,105.71375
6328-ZPBGN,Female,67,No,0,Riverbank,95367,37.734971,-120.954271,0,11,None,Yes,3.62,Yes,Yes,Fiber Optic,22,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.15,997.65,0,0,39.82,1037.47,Churned,Price,Extra data charges,94.31545455
6330-JKLPC,Male,42,Yes,0,Somis,93066,34.297628,-119.014627,3,11,Offer D,Yes,11.5,Yes,Yes,Fiber Optic,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,896.9,0,0,126.5,1023.4,Churned,Dissatisfaction,Product dissatisfaction,93.03636364
6331-EWIEB,Male,49,No,0,El Monte,91731,34.079934,-118.046695,0,20,Offer D,Yes,1.36,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.25,1734.5,0,0,27.2,1761.7,Churned,Other,Moved,88.085
6331-LWDTQ,Male,49,No,0,Rialto,92377,34.156758,-117.404686,0,10,None,Yes,33.75,Yes,Yes,DSL,11,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,72.15,794.25,0,80,337.5,1211.75,Churned,Dissatisfaction,Limited range of services,121.175
6338-AVWCY,Male,19,No,0,Escondido,92027,33.141265,-116.967221,0,3,None,No,0,No,Yes,DSL,26,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,40.15,130.75,0,0,0,130.75,Churned,Competitor,Competitor made better offer,43.58333333
6339-DKLMK,Female,27,No,0,Corona,92879,33.893823,-117.531446,0,13,Offer D,No,0,No,Yes,DSL,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,31.65,389.95,0,0,0,389.95,Stayed,NULL,NULL,29.99615385
6339-RZCBJ,Male,45,No,0,Colton,92324,34.030915,-117.273201,0,48,None,Yes,3.59,No,Yes,DSL,10,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,78.9,3771.5,0,0,172.32,3943.82,Stayed,NULL,NULL,82.16291667
6339-YPSAH,Male,54,No,0,Tehama,96090,40.021787,-122.127576,0,9,None,Yes,1.85,No,Yes,Fiber Optic,22,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,73.8,704.3,0,50,16.65,770.95,Stayed,NULL,NULL,85.66111111
6340-DACFT,Female,37,Yes,3,Madeline,96119,41.042003,-120.506086,10,50,None,Yes,10.13,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.55,1070.25,0,0,506.5,1576.75,Stayed,NULL,NULL,31.535
6344-SFJVH,Female,41,No,0,Shasta Lake,96019,40.692523,-122.369876,0,20,None,No,0,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,24.9,505.95,0,0,0,505.95,Stayed,NULL,NULL,25.2975
6345-FZOQH,Male,40,Yes,0,La Canada Flintridge,91011,34.234912,-118.153729,3,69,Offer A,Yes,30.86,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,1363.45,0,0,2129.34,3492.79,Stayed,NULL,NULL,50.62014493
6345-HOVES,Male,59,No,0,Los Osos,93402,35.279984,-120.824288,0,34,None,No,0,No,Yes,Cable,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.05,852.7,0,0,0,852.7,Stayed,NULL,NULL,25.07941176
6347-DCUIK,Male,28,No,0,Los Angeles,90043,33.988543,-118.334081,0,10,Offer D,Yes,29.24,Yes,Yes,Fiber Optic,85,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,74.15,811.8,0,0,292.4,1104.2,Churned,Attitude,Attitude of support person,110.42
6348-SNFUS,Male,30,Yes,0,Granada Hills,91344,34.291273,-118.505104,5,72,Offer A,No,0,No,Yes,Cable,47,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,55.45,4179.2,0,0,0,4179.2,Stayed,NULL,NULL,58.04444444
6349-JDHQP,Female,62,No,0,Fowler,93625,36.625792,-119.672483,0,53,None,Yes,18.81,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,1049.6,0,0,996.93,2046.53,Stayed,NULL,NULL,38.61377358
6350-XFYGW,Male,80,No,0,Ferndale,95536,40.4785,-124.301372,0,4,None,Yes,19,No,Yes,Fiber Optic,17,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.75,422.4,0,0,76,498.4,Stayed,NULL,NULL,124.6
6351-SCJKT,Male,32,No,0,Santa Cruz,95062,36.974575,-121.991149,0,3,None,No,0,No,Yes,Cable,25,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,41.35,107.25,0,0,0,107.25,Joined,NULL,NULL,35.75
6356-ELRKD,Female,29,No,0,Rancho Mirage,92270,33.763678,-116.429928,0,1,None,Yes,6.67,No,Yes,Fiber Optic,27,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,95.6,0,0,6.67,102.27,Churned,Other,Don't know,102.27
6357-JJPQT,Female,48,No,0,San Gabriel,91776,34.089927,-118.095645,0,3,None,Yes,26.86,No,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.5,232.35,0,0,80.58,312.93,Joined,NULL,NULL,104.31
6358-LYNGM,Male,26,No,0,Mariposa,95338,37.526791,-119.99437,0,1,Offer E,Yes,1.84,Yes,Yes,Fiber Optic,76,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,74.9,0,0,1.84,76.74,Churned,Other,Moved,76.74
6365-MTGZX,Male,44,No,0,Glendale,91206,34.162515,-118.203869,0,24,None,Yes,24.76,No,Yes,Fiber Optic,2,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96,2122.45,0,0,594.24,2716.69,Churned,Competitor,Competitor had better devices,113.1954167
6366-XIVKZ,Female,40,Yes,3,San Jose,95122,37.32886,-121.834567,3,13,None,Yes,39.2,No,Yes,Cable,25,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,63.15,816.8,0,0,509.6,1326.4,Stayed,NULL,NULL,102.0307692
6366-ZGQGL,Male,60,No,0,Pomona,91766,34.042286,-117.756106,0,1,Offer E,No,0,No,Yes,Cable,29,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.8,24.8,0,0,0,24.8,Churned,Dissatisfaction,Service dissatisfaction,24.8
6368-TZZDT,Male,62,Yes,2,Vacaville,95687,38.333133,-121.920151,8,4,None,Yes,3.57,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.5,96.85,0,0,14.28,111.13,Stayed,NULL,NULL,27.7825
6370-ZVHDV,Female,52,Yes,0,Buellton,93427,34.631362,-120.238218,1,61,Offer B,Yes,40.37,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.3,1554.9,0,0,2462.57,4017.47,Stayed,NULL,NULL,65.86016393
6371-NZYEG,Male,38,Yes,0,Long Beach,90814,33.771612,-118.143866,9,16,None,Yes,23.31,No,Yes,DSL,27,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,No,Credit Card,64.25,1024,0,0,372.96,1396.96,Stayed,NULL,NULL,87.31
6372-RFVNS,Female,55,Yes,0,Placentia,92870,33.881158,-117.854783,1,1,Offer E,Yes,28.04,No,Yes,Fiber Optic,30,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.8,78.8,0,0,28.04,106.84,Churned,Attitude,Attitude of service provider,106.84
6376-GAHQE,Male,48,No,0,Dutch Flat,95714,39.197215,-120.83679,0,4,Offer E,Yes,42.8,No,Yes,Fiber Optic,28,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,77.85,299.2,0,10,171.2,480.4,Churned,Other,Don't know,120.1
6377-KSLXC,Male,31,No,0,Fair Oaks,95628,38.652065,-121.25441,0,5,None,Yes,24.16,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95,107.05,0,0,120.8,227.85,Stayed,NULL,NULL,45.57
6379-RXJRQ,Male,42,Yes,0,Modesto,95358,37.612612,-121.108568,1,10,None,Yes,22.03,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1,659.65,34.69,0,220.3,845.26,Churned,Dissatisfaction,Network reliability,84.526
6380-ARCEH,Male,19,No,0,Inglewood,90304,33.936827,-118.359824,0,1,Offer E,Yes,41.1,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.2,20.2,0,0,41.1,61.3,Joined,NULL,NULL,61.3
6388-TABGU,Male,48,No,0,Los Angeles,90011,34.00709,-118.258681,0,62,Offer B,Yes,7.96,No,Yes,DSL,8,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,56.15,3487.95,0,0,493.52,3981.47,Stayed,NULL,NULL,64.21725806
6390-DSAZX,Female,21,No,0,San Diego,92122,32.85723,-117.209774,0,1,None,Yes,6.19,No,Yes,Fiber Optic,52,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,73.6,73.6,0,0,6.19,79.79,Churned,Competitor,Competitor made better offer,79.79
6394-HHHZM,Male,27,No,0,Little River,95456,39.245911,-123.77214,0,3,Offer E,Yes,38.41,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.7,57.5,0,0,115.23,172.73,Joined,NULL,NULL,57.57666667
6397-JNZZG,Female,70,Yes,0,Adin,96006,41.171578,-120.913161,1,43,Offer B,No,0,No,Yes,DSL,21,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,55.55,2342.2,0,0,0,2342.2,Churned,Competitor,Competitor had better devices,54.46976744
6400-BWQKW,Female,51,No,0,San Mateo,94402,37.556634,-122.317723,0,6,None,Yes,19.74,Yes,Yes,Fiber Optic,27,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.05,434.5,0,0,118.44,552.94,Churned,Dissatisfaction,Network reliability,92.15666667
6402-EJMWF,Male,33,No,0,San Jacinto,92583,33.796568,-116.924723,0,4,None,Yes,21.03,No,Yes,DSL,3,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,55.3,238.5,0,0,84.12,322.62,Stayed,NULL,NULL,80.655
6402-SSEJG,Female,31,No,0,Ben Lomond,95005,37.078873,-122.090386,0,25,None,No,0,No,Yes,DSL,9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,61.05,1540.2,0,0,0,1540.2,Stayed,NULL,NULL,61.608
6407-GSJNL,Female,56,No,0,Fontana,92337,34.049671,-117.468896,0,51,Offer B,Yes,44.35,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.95,1288,0,0,2261.85,3549.85,Stayed,NULL,NULL,69.60490196
6407-UTSLV,Female,76,No,0,Compton,90222,33.912246,-118.236773,0,2,None,Yes,32.98,No,Yes,Fiber Optic,14,No,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,83.8,163.7,0,0,65.96,229.66,Joined,NULL,NULL,114.83
6410-LEFEN,Female,38,No,0,San Diego,92108,32.774046,-117.142454,0,9,None,Yes,15.62,No,Yes,DSL,2,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.15,416.45,0,0,140.58,557.03,Churned,Dissatisfaction,Product dissatisfaction,61.89222222
6413-XKKPU,Male,54,Yes,0,Sierra City,96125,39.600599,-120.636358,1,17,None,Yes,19.19,No,Yes,Fiber Optic,22,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,1539.45,0,0,326.23,1865.68,Churned,Dissatisfaction,Service dissatisfaction,109.7458824
6416-JNVRK,Female,50,No,0,Gardena,90248,33.876482,-118.284077,0,46,Offer B,Yes,2.03,No,Yes,Cable,7,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,55.65,2688.85,0,0,93.38,2782.23,Stayed,NULL,NULL,60.48326087
6416-TVAIH,Male,39,Yes,0,San Francisco,94127,37.736535,-122.45732,1,1,Offer E,Yes,30.62,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.5,68.5,0,0,30.62,99.12,Churned,Competitor,Competitor offered more data,99.12
6416-YJTTB,Male,20,No,0,Downieville,95936,39.578792,-120.780786,0,11,Offer D,Yes,8.48,No,Yes,Fiber Optic,52,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.5,795.65,0,0,93.28,888.93,Stayed,NULL,NULL,80.81181818
6419-ZTTLE,Male,69,Yes,0,Yountville,94599,38.421458,-122.365048,2,23,None,Yes,45.83,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.75,485.2,37.64,0,1054.09,1501.65,Stayed,NULL,NULL,65.28913043
6421-SZVEM,Female,30,Yes,1,Carson,90745,33.822295,-118.26411,4,28,Offer C,Yes,16.13,No,Yes,Fiber Optic,69,Yes,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,82.85,2320.8,0,0,451.64,2772.44,Stayed,NULL,NULL,99.01571429
6424-ELEYH,Female,39,Yes,0,Lebec,93243,34.845861,-118.885163,1,3,Offer E,Yes,35.18,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.75,229.5,0,0,105.54,335.04,Churned,Competitor,Competitor had better devices,111.68
6425-JWTDV,Male,43,Yes,0,Boron,93516,34.95703,-117.73045,5,48,Offer B,Yes,15.95,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.25,855.1,0,0,765.6,1620.7,Stayed,NULL,NULL,33.76458333
6427-FEFIG,Female,63,Yes,3,South San Francisco,94080,37.654436,-122.426468,8,24,Offer C,Yes,21.43,Yes,Yes,DSL,56,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,78.6,1846.65,0,0,514.32,2360.97,Stayed,NULL,NULL,98.37375
6429-SHBCB,Male,54,No,0,Maxwell,95955,39.281194,-122.226568,0,19,Offer D,Yes,13.76,Yes,Yes,DSL,4,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,69.6,1394.55,0,0,261.44,1655.99,Stayed,NULL,NULL,87.15736842
6432-TWQLB,Male,51,Yes,0,Rosemead,91770,34.065108,-118.082791,1,5,Offer E,Yes,42.29,Yes,Yes,Fiber Optic,16,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.4,401.1,45.37,0,211.45,567.18,Churned,Dissatisfaction,Network reliability,113.436
6434-TTGJP,Male,49,Yes,2,Geyserville,95441,38.731771,-123.064272,2,10,Offer D,No,0,No,Yes,Cable,24,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,53.7,521,22.97,0,0,498.03,Stayed,NULL,NULL,49.803
6435-SRWBJ,Female,21,No,0,Los Angeles,90068,34.137411,-118.328915,0,5,Offer E,Yes,29.74,Yes,Yes,Fiber Optic,42,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.75,417.75,0,0,148.7,566.45,Stayed,NULL,NULL,113.29
6437-UKHMV,Female,31,No,0,Moreno Valley,92557,33.970661,-117.255039,0,7,None,Yes,28.92,No,Yes,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.7,586.05,0,0,202.44,788.49,Churned,Attitude,Attitude of support person,112.6414286
6439-LAJXL,Male,47,Yes,0,Echo Lake,95721,38.851842,-120.076204,2,9,Offer E,Yes,34.64,No,Yes,DSL,7,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,68.95,593.85,0,0,311.76,905.61,Stayed,NULL,NULL,100.6233333
6440-DKQGE,Male,52,No,0,Carson,90746,33.859171,-118.252272,0,30,Offer C,Yes,27.88,No,Yes,Cable,6,No,Yes,Yes,No,Yes,No,No,No,One Year,No,Credit Card,64.5,1929.95,0,0,836.4,2766.35,Stayed,NULL,NULL,92.21166667
6447-EGDIV,Female,23,No,0,Santa Monica,90401,34.015481,-118.493231,0,31,None,Yes,31.79,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.95,683.25,0,0,985.49,1668.74,Stayed,NULL,NULL,53.83032258
6447-GORXK,Male,20,No,3,San Diego,92128,33.000269,-117.072093,0,31,Offer C,No,0,No,Yes,Cable,51,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25,789.2,22.4,0,0,766.8,Stayed,NULL,NULL,24.73548387
6457-GIRWB,Male,57,No,0,Carlsbad,92008,33.148116,-117.306043,0,1,None,Yes,22.03,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,69.35,0,0,22.03,91.38,Churned,Attitude,Attitude of service provider,91.38
6457-USBER,Male,34,No,0,San Diego,92121,32.898613,-117.202937,0,1,None,Yes,41.77,No,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.8,80.8,0,0,41.77,122.57,Churned,Competitor,Competitor made better offer,122.57
6458-CYIDZ,Female,72,No,0,Albion,95410,39.225694,-123.717354,0,5,Offer E,Yes,36.27,No,Yes,Fiber Optic,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.7,374.8,0,0,181.35,556.15,Stayed,NULL,NULL,111.23
6463-MVYRY,Female,67,No,0,Palo Alto,94301,37.444314,-122.149996,0,57,Offer B,Yes,11.23,No,Yes,DSL,30,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,69.85,4003,0,0,640.11,4643.11,Stayed,NULL,NULL,81.45807018
6464-KEXXH,Male,55,No,0,Fillmore,93015,34.408161,-118.865111,0,8,None,No,0,No,Yes,Cable,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,25.25,186.3,0,0,0,186.3,Stayed,NULL,NULL,23.2875
