Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Home_Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Customer_Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Recurring_Monthly_Revenue,RunningRecurringMonthlyRevenue
6435-VWCCY,Male,71,Yes,0,Oro Grande,92368,34.647959,-117.296957,3,65,Offer B,Yes,27.14,Yes,Yes,Fiber Optic,26,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,92.7,5968.4,0,0,1764.1,7732.5,Stayed,NULL,NULL,118.9615385,215613.553
2925-VDZHY,Male,64,Yes,2,Sonora,95370,37.982716,-120.343732,1,72,Offer A,Yes,28.63,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.7,6501.35,0,0,2061.36,8562.71,Stayed,NULL,NULL,118.9265278,215851.4351
8144-DGHXP,Female,46,No,0,Gridley,95948,39.346898,-121.759537,0,54,None,Yes,36.68,No,Yes,DSL,28,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,80.6,4299.95,0,140,1980.72,6420.67,Stayed,NULL,NULL,118.9012963,215970.3364
2190-PHBHR,Female,22,Yes,0,Hume,93628,36.807595,-118.901544,5,72,Offer A,Yes,22.74,Yes,Yes,Fiber Optic,48,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,94.45,6921.7,0,0,1637.28,8558.98,Stayed,NULL,NULL,118.8747222,216445.8786
1472-TNCWL,Male,55,No,1,El Sobrante,94803,37.963995,-122.288296,0,36,None,Yes,21.3,No,Yes,Fiber Optic,18,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.7,3512.5,0,0,766.8,4279.3,Stayed,NULL,NULL,118.8694444,216683.618
5766-FTRTS,Male,35,Yes,0,El Segundo,90245,33.917145,-118.401554,8,72,Offer A,Yes,35.06,No,Yes,DSL,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.45,6033.1,0,0,2524.32,8557.42,Stayed,NULL,NULL,118.8530556,216921.3311
9974-JFBHQ,Male,31,No,1,Del Rey,93616,36.657462,-119.595293,0,64,Offer B,Yes,22.41,No,Yes,Fiber Optic,24,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.15,6171.2,0,0,1434.24,7605.44,Stayed,NULL,NULL,118.835,217040.1661
3612-YUNGG,Male,53,Yes,1,Burbank,91502,34.177267,-118.31003,1,64,None,Yes,13.73,Yes,Yes,Fiber Optic,12,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.2,6741.15,17.3,0,878.72,7602.57,Stayed,NULL,NULL,118.7901563,217515.4078
7471-MQPOS,Male,74,Yes,3,Long Beach,90808,33.823943,-118.111335,1,71,None,Yes,46.11,Yes,Yes,DSL,20,No,Yes,Yes,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,72.9,5139.65,0,20,3273.81,8433.46,Stayed,NULL,NULL,118.7811268,217634.1889
7398-HPYZQ,Male,30,Yes,0,Beaumont,92223,33.946982,-116.977672,2,71,Offer A,Yes,28.58,Yes,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.55,6404,0,0,2029.18,8433.18,Stayed,NULL,NULL,118.7771831,217752.9661
8760-ZRHKE,Female,80,Yes,1,Berry Creek,95916,39.657228,-121.37778,7,71,None,Yes,48.59,Yes,Yes,DSL,15,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.2,4982.5,0,0,3449.89,8432.39,Stayed,NULL,NULL,118.7660563,217871.7321
6917-YACBP,Female,80,No,0,Escondido,92027,33.141265,-116.967221,0,59,Offer B,Yes,25.57,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,89.75,5496.9,0,0,1508.63,7005.53,Stayed,NULL,NULL,118.7377966,217990.4699
2192-OZITF,Female,60,No,0,San Leandro,94577,37.717196,-122.159338,0,45,Offer B,Yes,44.29,Yes,Yes,DSL,15,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,73.55,3349.1,0,0,1993.05,5342.15,Stayed,NULL,NULL,118.7144444,218227.9194
4550-VBOFE,Male,69,Yes,0,Soulsbyville,95372,37.990574,-120.261821,1,70,None,Yes,17.45,Yes,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,102.95,7101.5,15.24,0,1221.5,8307.76,Churned,Competitor,Competitor had better devices,118.6822857,218465.285
9959-WOFKT,Male,61,No,0,Los Angeles,90019,34.049841,-118.33846,0,71,None,Yes,14.67,Yes,Yes,Fiber Optic,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,106.7,7382.25,0,0,1041.57,8423.82,Stayed,NULL,NULL,118.6453521,218702.6054
9036-CSKBW,Female,62,No,0,Los Gatos,95033,37.160194,-121.945611,0,51,None,Yes,7.54,Yes,Yes,Fiber Optic,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,107.45,5680.9,14.76,0,384.54,6050.68,Stayed,NULL,NULL,118.6407843,218821.2461
5056-FIMPT,Female,47,No,2,Sacramento,95824,38.517295,-121.439819,0,43,None,Yes,10.19,No,Yes,Fiber Optic,10,Yes,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,106,4532.3,0,130,438.17,5100.47,Stayed,NULL,NULL,118.6155814,218939.8617
4476-OSWTN,Male,73,Yes,0,Witter Springs,95493,39.222323,-122.985488,2,69,None,Yes,8.3,Yes,Yes,Fiber Optic,14,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,110.55,7610.1,0,0,572.7,8182.8,Stayed,NULL,NULL,118.5913043,219295.6566
5913-INRQV,Male,71,Yes,0,Upland,91786,34.105493,-117.660934,7,34,None,Yes,26.49,No,Yes,Fiber Optic,18,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,90.15,3128.8,0,0,900.66,4029.46,Stayed,NULL,NULL,118.5135294,219414.1702
5712-AHQNN,Female,36,No,0,Whittier,90601,34.007353,-118.033683,0,43,None,Yes,26.55,No,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,3954.1,0,0,1141.65,5095.75,Stayed,NULL,NULL,118.505814,219651.1818
9861-PDSZP,Female,19,No,0,Delano,93215,35.772244,-119.209689,0,72,None,Yes,10.05,Yes,Yes,Fiber Optic,82,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.05,7806.6,0,0,723.6,8530.2,Stayed,NULL,NULL,118.475,219769.6568
2267-WTPYD,Female,77,Yes,0,Granada Hills,91344,34.291273,-118.505104,1,57,None,Yes,23.05,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,94,5438.95,0,0,1313.85,6752.8,Stayed,NULL,NULL,118.4701754,219888.127
5915-ANOEI,Male,40,Yes,0,Corcoran,93212,36.04533,-119.532424,1,70,None,Yes,39.35,Yes,Yes,DSL,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,79.15,5536.5,0,0,2754.5,8291,Stayed,NULL,NULL,118.4428571,220006.5699
9027-TMATR,Female,42,Yes,0,Warner Springs,92086,33.323705,-116.626907,1,43,None,Yes,38.53,No,Yes,DSL,27,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,78.8,3460.3,24.9,0,1656.79,5092.19,Stayed,NULL,NULL,118.4230233,220243.4229
3096-WPXBT,Female,60,Yes,1,Venice,90291,33.991782,-118.479229,5,61,Offer B,Yes,18.26,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,100.7,6018.65,0,90,1113.86,7222.51,Stayed,NULL,NULL,118.4018033,220480.2476
1728-CXQBE,Male,79,Yes,0,Glenn,95943,39.597975,-122.032248,9,64,Offer B,Yes,23.33,Yes,Yes,Fiber Optic,29,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.25,6081.4,0,0,1493.12,7574.52,Stayed,NULL,NULL,118.351875,220598.5995
3571-RFHAR,Male,60,No,0,Santa Paula,93060,34.402343,-119.094824,0,65,Offer B,Yes,9.36,Yes,Yes,Fiber Optic,4,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,109.15,6941.2,0,140,608.4,7689.6,Churned,Attitude,Attitude of support person,118.3015385,220835.2077
1550-LOAHA,Female,53,Yes,0,Orangevale,95662,38.689174,-121.218435,1,32,None,Yes,37.48,No,Yes,Fiber Optic,13,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.15,2585.95,0,0,1199.36,3785.31,Churned,Dissatisfaction,Limited range of services,118.2909375,220953.4986
4462-CYWMH,Male,65,Yes,0,Lindsay,93247,36.205465,-119.085807,7,62,Offer B,Yes,27.49,Yes,Yes,Fiber Optic,3,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,5629.55,0,0,1704.38,7333.93,Stayed,NULL,NULL,118.2891935,221071.7878
4751-ERMAN,Male,43,Yes,0,Gazelle,96034,41.411315,-122.697236,7,72,None,Yes,42.16,No,Yes,Cable,18,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.4,5480.25,0,0,3035.52,8515.77,Stayed,NULL,NULL,118.2745833,221190.0624
6885-PKOAM,Female,59,Yes,0,San Marcos,92069,33.162624,-117.170863,3,71,None,Yes,30.68,Yes,Yes,Cable,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,85.75,6223.8,4.6,0,2178.28,8397.48,Stayed,NULL,NULL,118.2743662,221308.3368
0771-CHWSK,Male,56,No,0,Brawley,92227,33.03933,-115.191857,0,66,Offer A,Yes,45.57,Yes,Yes,DSL,11,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,74.6,4798.4,0,0,3007.62,7806.02,Stayed,NULL,NULL,118.2730303,221426.6098
4906-ZHGPK,Male,49,Yes,0,Los Angeles,90046,34.108455,-118.362081,3,54,None,Yes,48.45,Yes,Yes,DSL,28,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.7,3770,0,0,2616.3,6386.3,Stayed,NULL,NULL,118.2648148,221544.8746
7134-MJPDY,Female,69,No,0,Moorpark,93021,34.312945,-118.858169,0,66,Offer A,Yes,11.63,Yes,Yes,Fiber Optic,5,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,102.85,6976.75,0,60,767.58,7804.33,Stayed,NULL,NULL,118.2474242,221781.3828
4484-GLZOU,Female,20,Yes,0,San Dimas,91773,34.102119,-117.815532,6,52,None,Yes,10.59,Yes,Yes,Fiber Optic,48,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.05,5624.85,27.6,0,550.68,6147.93,Churned,Other,Don't know,118.2294231,221899.6122
5989-AXPUC,Female,27,Yes,0,Garden Grove,92840,33.787165,-117.931889,1,68,Offer A,Yes,1.29,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,118.6,7990.05,38.57,0,87.72,8039.2,Stayed,NULL,NULL,118.2235294,222017.8358
2378-HTWFW,Male,78,No,0,Newman,95360,37.343846,-121.039391,0,35,None,Yes,26.19,Yes,Yes,Fiber Optic,19,Yes,No,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,91,3180.5,0,40,916.65,4137.15,Stayed,NULL,NULL,118.2042857,222136.0401
8065-BVEPF,Male,80,No,0,Yorkville,95494,38.888351,-123.239647,0,65,Offer B,Yes,18.23,No,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.1,6496.15,0,0,1184.95,7681.1,Stayed,NULL,NULL,118.1707692,222490.5912
5998-DZLYR,Female,55,Yes,0,Sutter,95982,39.172777,-121.805845,1,61,Offer B,Yes,25.14,Yes,Yes,Fiber Optic,13,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.35,5703,29.88,0,1533.54,7206.66,Stayed,NULL,NULL,118.1419672,223081.3591
2190-BCXEC,Female,61,Yes,0,Death Valley,92328,36.27688,-117.033326,10,40,None,Yes,39.97,Yes,Yes,Fiber Optic,17,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.85,3126.85,0,0,1598.8,4725.65,Stayed,NULL,NULL,118.14125,223199.5003
5897-ZYEKH,Female,74,Yes,0,Lincoln,95648,38.922812,-121.312005,3,67,None,Yes,11.91,Yes,Yes,Fiber Optic,10,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.6,7112.15,0,0,797.97,7910.12,Stayed,NULL,NULL,118.0614925,223553.793
0266-CLZKZ,Female,45,Yes,3,San Marcos,92078,33.119028,-117.166036,8,67,Offer A,Yes,17.79,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,6717.9,0,0,1191.93,7909.83,Stayed,NULL,NULL,118.0571642,223671.8501
5117-IFGPS,Male,73,Yes,0,Tahoe City,96145,39.178337,-120.162806,7,29,Offer C,Yes,36.75,Yes,Yes,Fiber Optic,12,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.3,2357.75,0,0,1065.75,3423.5,Stayed,NULL,NULL,118.0517241,223789.9019
6728-VOIFY,Female,20,Yes,0,Palo Cedro,96073,40.582399,-122.195512,5,63,Offer B,Yes,20.51,No,Yes,Fiber Optic,51,No,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,96,6109.75,0,30,1292.13,7431.88,Stayed,NULL,NULL,117.9663492,224261.8442
3757-NJYBX,Male,77,Yes,0,Nipomo,93444,35.050345,-120.489599,3,32,None,Yes,7.92,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,106.35,3520.75,0,0,253.44,3774.19,Churned,Other,Moved,117.9434375,224497.7377
1775-KWJKQ,Male,41,Yes,0,Santa Barbara,93105,34.037342,-119.80079,5,72,None,Yes,26.96,Yes,Yes,DSL,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.85,6562.9,12.55,0,1941.12,8491.47,Stayed,NULL,NULL,117.9370833,224615.6747
3133-PZNSR,Male,25,Yes,3,Belmont,94002,37.509366,-122.306132,1,72,None,Yes,20.79,Yes,Yes,Fiber Optic,59,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,97.75,6991.6,0,0,1496.88,8488.48,Stayed,NULL,NULL,117.8955556,224733.5703
2419-FSORS,Male,29,Yes,0,Salinas,93906,36.722898,-121.633648,8,72,Offer A,Yes,10.68,Yes,Yes,Fiber Optic,59,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.4,7719.5,0,0,768.96,8488.46,Stayed,NULL,NULL,117.8952778,224851.4656
7982-VCELR,Female,20,No,0,Ramona,92065,33.044541,-116.833922,0,36,None,Yes,19.64,No,Yes,Fiber Optic,71,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.8,3565.65,30.26,0,707.04,4242.43,Stayed,NULL,NULL,117.8452778,225087.1575
7622-FWGEW,Male,71,Yes,0,Costa Mesa,92626,33.678591,-117.905471,8,56,None,Yes,31.68,No,Yes,DSL,30,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,85.65,4824.45,0,0,1774.08,6598.53,Stayed,NULL,NULL,117.8308929,225440.6726
2252-NKNSI,Male,63,No,0,Salinas,93905,36.667794,-121.601306,0,52,None,Yes,32.02,Yes,Yes,DSL,28,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.15,4461.85,0,0,1665.04,6126.89,Stayed,NULL,NULL,117.8248077,225558.4974
2144-BFDSO,Female,70,Yes,0,Ranchita,92066,33.215251,-116.53633,1,50,Offer B,Yes,9.18,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,108.75,5431.9,0,0,459,5890.9,Stayed,NULL,NULL,117.818,225794.1379
8345-MVDYC,Female,57,No,0,Gardena,90248,33.876482,-118.284077,0,45,Offer B,Yes,37.39,No,Yes,DSL,30,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,81.65,3618.7,0,0,1682.55,5301.25,Stayed,NULL,NULL,117.8055556,225911.9434
2379-GYFLQ,Male,31,No,0,Oceanside,92056,33.194742,-117.29032,0,46,None,Yes,22.13,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,94.9,4422.95,24.08,0,1017.98,5416.85,Stayed,NULL,NULL,117.7576087,226029.701
8059-UDZFY,Female,73,No,2,Lucerne,95458,39.141934,-122.770679,0,33,Offer C,Yes,12.75,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,105.35,3465.05,0,0,420.75,3885.8,Stayed,NULL,NULL,117.7515152,226147.4525
3796-ENZGF,Male,52,Yes,0,The Sea Ranch,95497,38.696659,-123.436861,2,63,None,Yes,48.14,Yes,Yes,Cable,28,No,Yes,No,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,67.25,4234.15,0,150,3032.82,7416.97,Stayed,NULL,NULL,117.7296825,226265.1822
6745-JEFZB,Male,64,Yes,0,El Cajon,92019,32.785165,-116.862648,2,35,None,Yes,23.85,Yes,Yes,Fiber Optic,10,No,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,91.5,3236.35,40.79,90,834.75,4120.31,Stayed,NULL,NULL,117.7231429,226382.9054
5360-LJCNJ,Female,37,Yes,0,Tracy,95376,37.680968,-121.446049,4,71,None,Yes,10.46,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,105.15,7555,0,60,742.66,8357.66,Stayed,NULL,NULL,117.7135211,226500.6189
6616-AALSR,Female,23,Yes,1,Citrus Heights,95610,38.69508,-121.271616,5,65,None,Yes,13.17,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,104.3,6725.3,0,70,856.05,7651.35,Stayed,NULL,NULL,117.7130769,226618.332
5630-IXDXV,Female,51,No,0,Reedley,93654,36.636638,-119.421842,0,47,Offer B,Yes,14.54,Yes,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,4849.1,0,0,683.38,5532.48,Stayed,NULL,NULL,117.7123404,226736.0443
0103-CSITQ,Female,20,Yes,0,Modesto,95357,37.670526,-120.877572,10,57,Offer B,Yes,8.01,Yes,Yes,Fiber Optic,73,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.4,6252.7,0,0,456.57,6709.27,Stayed,NULL,NULL,117.7064912,226853.7508
9738-QLWTP,Male,47,No,0,Santa Ysabel,92070,33.174725,-116.743329,0,39,None,Yes,35.13,No,Yes,Fiber Optic,29,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,81.9,3219.75,0,0,1370.07,4589.82,Stayed,NULL,NULL,117.6876923,227089.1341
3327-YBAKM,Female,31,Yes,0,San Diego,92131,32.89325,-117.087091,10,64,None,Yes,19.22,No,Yes,Fiber Optic,21,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,96.9,6314.35,13.37,0,1230.08,7531.06,Stayed,NULL,NULL,117.6728125,227206.807
7997-EASSD,Female,56,Yes,0,Redwood City,94061,37.461251,-122.235414,1,63,Offer B,Yes,38.85,Yes,Yes,Fiber Optic,27,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,81.2,4965.1,0,0,2447.55,7412.65,Stayed,NULL,NULL,117.6611111,227324.4681
3194-ORPIK,Female,59,Yes,0,San Diego,92113,32.697098,-117.116587,1,50,None,Yes,35.33,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.4,4116.15,0,0,1766.5,5882.65,Churned,Competitor,Competitor had better devices,117.653,227442.1211
6631-HMANX,Male,39,Yes,0,Kelseyville,95451,38.93496,-122.792243,10,72,None,Yes,31.15,Yes,Yes,Cable,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.45,6227.5,0,0,2242.8,8470.3,Stayed,NULL,NULL,117.6430556,227677.4098
6685-GBWJZ,Male,59,Yes,0,Los Angeles,90015,34.039224,-118.266293,6,63,None,Yes,46.99,No,Yes,Cable,13,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,70.8,4448.8,0,0,2960.37,7409.17,Stayed,NULL,NULL,117.605873,227912.6263
4129-LYCOI,Female,28,No,1,Guinda,95637,38.830739,-122.196202,0,67,None,Yes,12.54,Yes,Yes,Fiber Optic,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104,7039.05,0,0,840.18,7879.23,Stayed,NULL,NULL,117.6004478,228030.2267
8152-UOBNY,Female,66,No,0,Mineral,96063,40.408796,-121.579609,0,50,Offer B,Yes,10.6,Yes,Yes,Fiber Optic,14,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,106.8,5347.95,0,0,530,5877.95,Stayed,NULL,NULL,117.559,228500.5157
0326-VDYXE,Female,21,Yes,0,Long Beach,90802,33.752524,-118.210737,9,70,Offer A,Yes,16.66,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,97.65,6982.5,0,80,1166.2,8228.7,Stayed,NULL,NULL,117.5528571,228618.0686
8707-HOEDG,Female,26,Yes,3,Palmdale,93552,34.557711,-118.029441,4,70,None,Yes,5.51,Yes,Yes,Fiber Optic,85,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.2,7689.8,0,150,385.7,8225.5,Stayed,NULL,NULL,117.5071429,228853.1106
1036-GUDCL,Male,59,Yes,3,Oak Park,91377,34.19225,-118.776874,1,60,None,Yes,39.76,No,Yes,DSL,76,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,-9,4663.4,0,0,2385.6,7049,Stayed,NULL,NULL,117.4833333,229088.0993
5297-MDOIR,Female,20,Yes,0,Monterey Park,91754,34.050322,-118.147037,7,63,Offer B,Yes,34.51,No,Yes,Fiber Optic,46,Yes,No,Yes,No,No,No,Yes,Yes,One Year,Yes,Credit Card,81.15,5224.5,0,0,2174.13,7398.63,Stayed,NULL,NULL,117.4385714,229440.4687
0585-EGDDA,Male,41,Yes,0,Etna,96027,41.405193,-123.008567,8,40,Offer B,Yes,39.22,No,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80,3168.75,41.74,0,1568.8,4695.81,Stayed,NULL,NULL,117.39525,229557.8639
2453-SAFNS,Female,68,No,0,Likely,96116,41.266008,-120.490731,0,54,Offer B,Yes,45.43,Yes,Yes,Cable,2,No,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,72.1,3886.05,0,0,2453.22,6339.27,Stayed,NULL,NULL,117.3938889,229792.652
5996-NRVXR,Male,68,Yes,0,Los Alamitos,90720,33.79499,-118.065591,2,40,None,Yes,15.15,No,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,98.15,4116.8,27.89,0,606,4694.91,Stayed,NULL,NULL,117.37275,229910.0247
2731-GJRDG,Female,55,No,0,Corona,92880,33.918043,-117.617809,0,32,None,Yes,4.61,Yes,Yes,Fiber Optic,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.55,3608,0,0,147.52,3755.52,Stayed,NULL,NULL,117.36,230144.7547
4106-HADHQ,Male,42,Yes,0,Emigrant Gap,95715,39.23754,-120.720196,1,39,None,Yes,35.7,No,Yes,DSL,9,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80,3182.95,0,0,1392.3,4575.25,Churned,Other,Moved,117.3141026,230614.0527
7752-XUSCI,Female,20,No,0,Crestline,92325,34.248061,-117.29028,0,60,None,Yes,10.7,Yes,Yes,Fiber Optic,71,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.9,6396.45,0,0,642,7038.45,Churned,Other,Don't know,117.3075,230731.3602
0556-FJEGU,Male,26,No,0,Lafayette,94549,37.907777,-122.127161,0,58,Offer B,Yes,47.47,No,Yes,DSL,69,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,70.1,4048.95,0,0,2753.26,6802.21,Stayed,NULL,NULL,117.2794828,230848.6397
0930-EHUZA,Female,33,No,0,Calpine,96124,39.672813,-120.456699,0,36,None,Yes,44.87,No,Yes,Cable,8,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,76.35,2606.35,0,0,1615.32,4221.67,Stayed,NULL,NULL,117.2686111,230965.9083
7868-BGSZA,Male,30,Yes,0,Riverside,92504,33.9108,-117.398153,7,43,None,Yes,33.97,Yes,Yes,DSL,69,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.2,3581.6,0,0,1460.71,5042.31,Stayed,NULL,NULL,117.2630233,231083.1714
2067-QYTCF,Female,41,Yes,0,Los Angeles,90057,34.061918,-118.277939,4,64,None,Yes,8.6,Yes,Yes,Fiber Optic,21,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.15,6953.4,0,0,550.4,7503.8,Stayed,NULL,NULL,117.246875,231317.6675
9481-WHGWY,Female,35,Yes,3,Pleasanton,94588,37.685052,-121.912061,9,70,Offer A,Yes,39.53,No,Yes,DSL,53,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,75.35,5437.75,0,0,2767.1,8204.85,Stayed,NULL,NULL,117.2121429,231552.0946
